address,area_ft,bath_full,bath_half,beds,built_year,city,days_on_market,lot_ft,price_ft,property_type,school1,school2,school3,sold_date,sold_price,state,zip_code
"1939 El Dorado Ave,","1,367",2,,3,1964,San Jose,29,"5,208",966,Single Family Home,4,3,7,"June 15, 2018 ",1320000,CA,95126
"1711 Mossbrook Ave,","1,785",2,,4,1963,San Jose,"38
            
              66","6,720","1,007",Single Family Home,6,7,7,"June 15, 2018 ",1798000,CA,95130
"556 Quail Bush Ct,","1,117",2,1,2,1985,San Jose,50,600,900,Condo/Townhome/Row Home/Co-Op,6,5,5,"June 15, 2018 ",1005000,CA,95117
"2838 Creekside Dr,","1,240",1,1,3,1976,San Jose,32,"1,540",665,Condo/Townhome/Row Home/Co-Op,7,7,10,"June 15, 2018 ",825000,CA,95132
"1920 Adele Pl,","1,892",2,,4,1957,San Jose,44,"8,050",793,Single Family Home,9,6,6,"June 15, 2018 ",1500000,CA,95125
"2934 Florence Ave,","1,080",1,,4,1920,San Jose,37,"5,980",630,Single Family Home,5,4,5,"June 15, 2018 ",680000,CA,95127
"2119 Harmil Way,","2,824",3,1,4,1952,San Jose,30,"7,475",726,Single Family Home,9,6,6,"June 15, 2018 ",2049000,CA,95125
"1006 Bellhurst Ave,","1,162",1,1,3,1970,San Jose,45,784,521,Condo/Townhome/Row Home/Co-Op,5,2,5,"June 15, 2018 ",605000,CA,95122
"1595 Camden Village Way,","1,539",2,1,3,1982,San Jose,56,"2,077",669,Condo/Townhome/Row Home/Co-Op,9,8,8,"June 15, 2018 ",1030000,CA,95124
"518 Century Oaks Way,","1,879",2,,4,1976,San Jose,31,"6,000",559,Single Family Home,8,7,9,"June 15, 2018 ",1050000,CA,95111
"6598 Crystal Springs Dr,","2,481",2,1,4,1966,San Jose,45,0.31,775,Single Family Home,9,6,10,"June 15, 2018 ",1922000,CA,95120
"5851 Capilano Dr,","3,293",4,1,5,1997,San Jose,58,"8,749",559,Single Family Home,9,9,10,"June 15, 2018 ",1840000,CA,95138
"3282 Moreno Ave,","1,875",2,1,4,1991,San Jose,37,"4,750",538,Single Family Home,NR,NR,5,"June 15, 2018 ",1008000,CA,95127
"2830 Briarwood Dr,","1,376",2,,3,1963,San Jose,36,"6,955","1,061",Single Family Home,7,6,6,"June 15, 2018 ",1460000,CA,95125
"4780 Elmhurst Dr,","2,716",3,1,4,1955,San Jose,37,"7,000",810,Single Family Home,8,8,7,"June 15, 2018 ",2200000,CA,95129
"872 White Moonstone Loop,","1,901",3,1,3,2014,San Jose,52,"1,959",484,Condo/Townhome/Row Home/Co-Op,8,7,5,"June 15, 2018 ",920000,CA,95123
"5248 Snow Dr,","3,416",,,8,1973,San Jose,43,0.24,492,Multi-Family Home,2,4,9,"June 15, 2018 ",1680000,CA,95111
"1117 Nevada Ave,","4,233",3,1,4,1927,San Jose,29,0.3,945,Single Family Home,7,6,6,"June 15, 2018 ",4000000,CA,95125
"5544 Morningside Dr,","3,429",4,,4,1996,San Jose,63,"6,600",6,Single Family Home,9,9,8,"June 18, 2018 ",21500,CA,95138
"3105 Glen Alto Ct,","1,757",2,,4,1995,San Jose,63,"6,969",129,Single Family Home,8,8,10,"June 18, 2018 ",227000,CA,95148
"3221 Lake Albano Cir,","1,679",2,,2,1985,San Jose,1,"2,163",512,Condo/Townhome/Row Home/Co-Op,6,9,10,"June 18, 2018 ",860000,CA,95135
"1798 Oakwood Ave,","1,500",2,,3,1957,San Jose,,"9,460",750,Single Family Home,6,7,8,"June 18, 2018 ",1125000,CA,95124
"1181 Starling Ridge Ct,","3,292",3,1,5,1997,San Jose,"1
            
              63",0.27,702,Single Family Home,9,8,10,"June 18, 2018 ",2310000,CA,95120
"941 Franquette Ave # A,","2,920",3,,4,2012,San Jose,63,0.52,850,Single Family Home,9,6,6,"June 18, 2018 ",2481000,CA,95125
"7753 Beltane Dr,","1,804",2,,2,1989,San Jose,31,435,443,Condo/Townhome/Row Home/Co-Op,9,9,10,"June 18, 2018 ",800000,CA,95135
"1421 N 1st St Unit 205,",731,1,,1,2006,San Jose,39,"1,100",793,Condo/Townhome/Row Home/Co-Op,3,4,7,"June 18, 2018 ",580000,CA,95112
"2600 Senter Rd,","1,120",2,,2,1979,San Jose,109,,205,Mfd/Mobile Home,6,9,5,"June 18, 2018 ",229400,CA,95111
"3555 Ivalynn Ct,",934,2,,2,1986,San Jose,42,436,769,Condo/Townhome/Row Home/Co-Op,7,6,10,"June 18, 2018 ",718000,CA,95132
"6108 Ute Dr,","1,223",2,,3,1968,San Jose,41,"6,000",785,Single Family Home,7,8,NR,"June 18, 2018 ",960000,CA,95123
"1429 Sprucewood Dr,","1,300",2,,3,1960,San Jose,32,"6,148",962,Single Family Home,8,8,8,"June 18, 2018 ",1250000,CA,95118
"3326 Denton Way,","1,576",2,,4,1965,San Jose,38,"7,128",615,Single Family Home,8,4,8,"June 18, 2018 ",970000,CA,95121
"2344 Palmira Way,","1,680",2,1,4,1965,San Jose,19,"5,665",542,Single Family Home,1,4,4,"June 18, 2018 ",910000,CA,95122
